	complexity.dist_spec_init	complexity.fro_dist	complexity.fro_over_spec	complexity.inverse_margin	complexity.l2	complexity.l2_dist	complexity.log_prod_of_fro	complexity.log_prod_of_fro_over_margin	complexity.log_prod_of_spec	complexity.log_prod_of_spec_over_margin	complexity.log_sum_of_fro	complexity.log_sum_of_fro_over_margin	complexity.log_sum_of_spec	complexity.log_sum_of_spec_over_margin	complexity.pacbayes_flatness	complexity.pacbayes_init	complexity.pacbayes_mag_flatness	complexity.pacbayes_mag_init	complexity.pacbayes_mag_orig	complexity.pacbayes_orig	complexity.param_norm	complexity.params	complexity.path_norm	complexity.path_norm_over_margin	cross_entropy	data_seed	epoch	experiment_id	gen.gap	gen.train_acc	gen.val_acc	hp.lr	hp.model_depth	hp.model_width	index	is.converged	is.high_train_accuracy	is.last_epoch	repeat_id	seed	train_dataset_size
506	35.039	2621.84	2053.31	0.0427815	94.0688	51.2039	146.791	143.64	48.6998	45.5481	8.90392	8.7827	5.13116	5.00995	75.3071	49383.7	6.96525	2.30492e+06	2.9736e+06	166620	8848.95	2205780	346.15	14.8088	0.00965877	42	23	-71895497142289053	0.26386	0.99956	0.7357	0.001	4	10	506	True	True	True	1590103587132859162	2	50000
507	34.54	2629.73	2056.99	0.0428022	94.2437	51.2809	146.792	143.641	48.6807	45.5296	8.90394	8.78275	5.13043	5.00923	77.9263	51254.3	6.61963	2.28809e+06	2.95716e+06	173056	8881.87	2205780	343.092	14.6851	0.00948794	42	23	-71895497142289053	0.25132	0.99972	0.7484	0.001	4	10	507	True	True	True	1590103587186121082	1	50000
508	34.5358	2684.89	2074.48	0.043208	94.634	51.8159	146.825	143.683	48.5842	45.4424	8.90522	8.78438	5.12672	5.00588	75.3071	50570.8	6.89399	2.32109e+06	2.9833e+06	168628	8955.59	2205780	340.687	14.7204	0.0098564	42	23	-71895497142289053	0.25828	0.99968	0.7414	0.001	4	10	508	True	True	True	1590103596090500459	3	50000
509	34.3996	2641.38	2046.18	0.0418875	94.2451	51.3944	146.771	143.598	48.6606	45.4879	8.90314	8.78111	5.12966	5.00763	72.8178	48107.9	6.05917	2.25991e+06	2.92657e+06	161717	8882.14	2205780	338.172	14.1652	0.00932773	42	23	-71895497142289053	0.25344	0.99964	0.7462	0.001	4	10	509	True	True	True	1590103618761407736	4	50000
510	34.5453	3066.53	2428	0.041993	103.198	55.3763	151.006	147.836	49.7482	46.578	9.06603	8.9441	5.17149	5.04956	77.9263	59763.9	6.05917	3.25213e+06	4.23664e+06	207497	10649.8	3171930	314.104	13.1902	0.00937479	42	20	1616255780376910287	0.24952	0.99972	0.7502	0.001	4	12	510	True	True	True	1590103626637666071	0	50000
511	34.2422	2999.89	2449.09	0.0430825	102.869	54.7713	151	147.856	49.6681	46.5235	9.0658	8.94485	5.16841	5.04746	80.6845	60534.2	5.83268	3.23212e+06	4.22895e+06	213476	10582.1	3171930	312.484	13.4626	0.00996792	42	20	1616255780376910287	0.24588	0.99958	0.7537	0.001	4	12	511	True	True	True	1590103643215804434	1	50000
512	35.0902	3077.31	2421.27	0.0425394	103.289	55.4735	151.065	147.908	49.8674	46.7101	9.0683	8.94686	5.17607	5.05464	75.3071	57958.8	6.61963	3.30323e+06	4.28636e+06	200878	10668.6	3171930	319.233	13.58	0.00982107	42	20	1616255780376910287	0.2493	0.9997	0.7504	0.001	4	12	512	True	True	True	1590103653815789182	3	50000
513	34.3386	2999.87	2422.71	0.04249	102.728	54.7711	150.933	147.774	49.7164	46.5579	9.06319	8.94171	5.17027	5.04879	77.9263	58465.2	6.61963	3.2868e+06	4.28146e+06	205612	10553	3171930	304.678	12.9458	0.00932273	42	21	1616255780376910287	0.2506	0.9998	0.7492	0.001	4	12	513	True	True	True	1590103654057987277	2	50000
514	34.3043	2993.19	2421.52	0.0419727	102.689	54.71	150.912	147.742	49.6758	46.505	9.06242	8.94047	5.1687	5.04675	83.5918	62574.6	6.61963	3.28525e+06	4.28107e+06	220391	10545	3171930	299.888	12.5871	0.00937908	42	20	1616255780376910287	0.24574	0.99964	0.7539	0.001	4	12	514	True	True	True	1590103674915089665	4	50000
515	34.7197	3506.13	2817.1	0.0425379	111.41	59.2126	154.722	151.565	50.698	47.5407	9.20894	9.0875	5.20802	5.08658	80.6845	70745.7	6.89399	4.51008e+06	5.86971e+06	250393	12412.3	4313080	310.342	13.2013	0.00982561	42	20	7283174895500367012	0.2543	0.9998	0.7455	0.001	4	14	515	True	True	True	1590103675366967149	0	50000
516	34.6237	3503.95	2810.73	0.040855	111.4	59.1942	154.655	151.457	50.6897	47.492	9.20637	9.08338	5.2077	5.08471	86.6592	75935.5	5.56699	4.37364e+06	5.73376e+06	268882	12409.9	4313080	301.993	12.3379	0.00907512	42	19	7283174895500367012	0.2441	0.9997	0.7556	0.001	4	14	516	True	True	True	1590103694296037362	4	50000
517	34.7093	3393.04	2775.44	0.0428186	110.722	58.2498	154.61	151.459	50.7977	47.6469	9.20463	9.08345	5.21185	5.09067	80.6845	68464.5	7.18577	4.51262e+06	5.89415e+06	247308	12259.3	4313080	299.843	12.8389	0.00963739	42	19	7283174895500367012	0.24818	0.99978	0.7516	0.001	4	14	517	True	True	True	1590103694595080844	2	50000
518	34.7196	3456.77	2783.08	0.0404616	111.143	58.7943	154.614	151.406	50.7442	47.5368	9.20478	9.08142	5.2098	5.08644	83.5918	72262.5	6.29912	4.4433e+06	5.81301e+06	258171	12352.8	4313080	294.641	11.9216	0.00894086	42	19	7283174895500367012	0.23656	0.99976	0.7632	0.001	4	14	518	True	True	True	1590103695370670528	3	50000
519	34.3323	3452.83	2804.54	0.0404822	111.208	58.7608	154.645	151.438	50.723	47.5161	9.20599	9.08265	5.20898	5.08564	80.6845	69670.4	6.29912	4.43816e+06	5.81035e+06	249482	12367.1	4313080	303.759	12.2968	0.00894884	42	18	7283174895500367012	0.24722	0.99972	0.7525	0.001	4	14	519	True	True	True	1590103702080364407	1	50000
520	34.9153	3858.52	3167.44	0.0411664	118.667	62.117	157.768	154.578	51.5568	48.3667	9.32611	9.20341	5.24105	5.11835	83.5918	80658.2	6.5536	5.81572e+06	7.63322e+06	294305	14081.9	5629230	286.691	11.802	0.00947114	42	17	9087494230673162878	0.24616	0.99976	0.7536	0.001	4	16	520	True	True	True	1590103702718614985	0	50000
521	34.183	3857.2	3167.8	0.0426814	118.581	62.1063	157.716	154.562	51.4941	48.3401	9.32411	9.2028	5.23864	5.11733	83.5918	80630.5	6.05917	5.74775e+06	7.56371e+06	293878	14061.4	5629230	278.88	11.903	0.00999584	42	18	9087494230673162878	0.2474	0.9997	0.7523	0.001	4	16	521	True	True	True	1590103722736647044	1	50000
522	35.4255	3920.76	3151.52	0.0400704	118.987	62.616	157.778	154.561	51.6429	48.4258	9.3265	9.20276	5.24436	5.12063	80.6845	79109.1	6.05917	5.77489e+06	7.57751e+06	285603	14157.9	5629230	287.197	11.5081	0.00868228	42	18	9087494230673162878	0.25006	0.99976	0.7497	0.001	4	16	522	True	True	True	1590103722904802143	3	50000
523	34.282	3842.21	3166.47	0.041912	118.602	61.9856	157.608	154.436	51.4629	48.2907	9.31994	9.19793	5.23744	5.11543	83.5918	80317.4	5.8881	5.73027e+06	7.55218e+06	293981	14066.3	5629230	268.112	11.2371	0.00969031	42	17	9087494230673162878	0.24216	0.99976	0.7576	0.001	4	16	523	True	True	True	1590103723015727261	2	50000
524	34.617	3894.86	3160.39	0.041138	118.792	62.4088	157.782	154.591	51.5458	48.3549	9.32664	9.20391	5.24063	5.1179	83.5918	81417.7	5.22449	5.63998e+06	7.44733e+06	294927	14111.6	5629230	288.48	11.8675	0.00950408	42	18	9087494230673162878	0.2429	0.9998	0.7569	0.001	4	16	524	True	True	True	1590103731205915867	4	50000
549	36.3835	2234.89	1553.98	0.0421869	83.0041	47.2746	140.437	137.271	47.3088	44.1431	8.65952	8.53777	5.07767	4.95591	68.1956	38125.4	6.89399	1.49022e+06	1.88689e+06	117485	6889.69	1414630	226.983	9.5757	0.00961923	42	26	-4857189107249669615	0.24242	0.99932	0.7569	0.00158489	4	8	549	True	True	True	1590103943001078642	0	50000
551	36.4274	2226.95	1561.97	0.0418774	83.059	47.1906	140.534	137.361	47.2951	44.1221	8.66324	8.5412	5.07714	4.9551	70.4499	39245.1	7.11111	1.49592e+06	1.89431e+06	121528	6898.8	1414630	232.031	9.71687	0.00967932	42	24	-4857189107249669615	0.23924	0.99914	0.7599	0.00158489	4	8	551	True	True	True	1590103954499950423	1	50000
552	36.0213	2205.57	1553.26	0.0420391	82.8491	46.9635	140.409	137.24	47.2618	44.0927	8.65844	8.53655	5.07586	4.95397	68.1956	37625.4	7.03761	1.49223e+06	1.89224e+06	117046	6863.98	1414630	225.249	9.46926	0.00929969	42	24	-4857189107249669615	0.2411	0.9994	0.7583	0.00158489	4	8	552	True	True	True	1590103963954558067	2	50000
553	36.8804	2266.2	1560.25	0.0402071	83.3586	47.6047	140.622	137.408	47.3906	44.1768	8.66664	8.54303	5.08081	4.95721	68.1956	38659.2	6.48855	1.47769e+06	1.87246e+06	118490	6948.66	1414630	244.402	9.82667	0.00808092	42	25	-4857189107249669615	0.23666	0.99966	0.763	0.00158489	4	8	553	True	True	True	1590103973142771255	3	50000
554	37.0425	2542.13	1864.3	0.0425711	91.881	50.4195	145.511	142.354	48.8069	45.6503	8.85467	8.73326	5.13528	5.01388	72.8178	46301	7.11111	2.33167e+06	2.99144e+06	153707	8442.12	2205780	193.835	8.25178	0.00979593	42	22	8947033792930311954	0.2334	0.9993	0.7659	0.00158489	4	10	554	True	True	True	1590103982684960937	0	50000
555	36.5839	2199.74	1561.8	0.0436072	82.7836	46.9013	140.49	137.357	47.2919	44.1594	8.66155	8.54107	5.07702	4.95654	68.1956	37526	6.5536	1.46545e+06	1.86583e+06	116861	6853.13	1414630	230.468	10.0501	0.00950032	42	25	-4857189107249669615	0.23556	0.99946	0.7639	0.00158489	4	8	555	True	True	True	1590103983385294523	4	50000
556	35.7419	2482.44	1873.09	0.0425489	91.4296	49.8241	145.382	142.225	48.5436	45.3865	8.84973	8.7283	5.12516	5.00373	70.4499	43744.8	6.00133	2.25615e+06	2.92356e+06	147252	8359.36	2205780	185.95	7.91195	0.00936052	42	22	8947033792930311954	0.2388	0.9994	0.7606	0.00158489	4	10	556	True	True	True	1590103994279803710	2	50000
557	36.1348	2500.27	1863.67	0.0437076	91.7732	50.0027	145.48	142.35	48.7211	45.5909	8.85347	8.73308	5.13199	5.01159	70.4499	44059	5.8881	2.24676e+06	2.91437e+06	148361	8422.32	2205780	189.577	8.28594	0.00972418	42	21	8947033792930311954	0.23222	0.99962	0.7674	0.00158489	4	10	557	True	True	True	1590103994757210926	1	50000
558	35.7453	2529.46	1878.04	0.0410193	91.9066	50.2937	145.42	142.227	48.5628	45.3691	8.85119	8.72835	5.1259	5.00306	68.1956	43147.4	6.89399	2.31625e+06	2.97907e+06	144032	8446.82	2205780	185.593	7.61288	0.00894131	42	21	8947033792930311954	0.22866	0.99946	0.7708	0.00158489	4	10	558	True	True	True	1590104001562365796	3	50000
559	35.6402	2528.83	1882.56	0.0419271	91.8868	50.2874	145.444	142.273	48.5782	45.4064	8.85211	8.73012	5.12649	5.0045	68.1956	43136.7	6.5536	2.29458e+06	2.9573e+06	143970	8443.19	2205780	186.509	7.81976	0.00937827	42	22	8947033792930311954	0.23082	0.99942	0.7686	0.00158489	4	10	559	True	True	True	1590104026261616158	4	50000
560	35.1239	2825.31	2198.87	0.0436874	99.9101	53.1536	149.56	146.43	49.6273	46.4966	9.01042	8.89	5.16684	5.04643	75.3071	53214.4	5.22449	3.1742e+06	4.17226e+06	187953	9982.04	3171930	164.249	7.17561	0.009801	42	19	-4471635144041463776	0.23396	0.99956	0.7656	0.00158489	4	12	560	True	True	True	1590104036818989700	1	50000
561	36.1804	2878.07	2183.79	0.0409167	100.173	53.6477	149.704	146.508	49.8576	46.6614	9.01594	8.89301	5.1757	5.05276	72.8178	52416.7	6.05917	3.24994e+06	4.23753e+06	182699	10034.7	3171930	177.509	7.26307	0.00899434	42	21	-4471635144041463776	0.23068	0.99958	0.7689	0.00158489	4	12	561	True	True	True	1590104037222393081	0	50000
562	35.9695	2798.05	2170.55	0.0431138	99.6228	52.8966	149.594	146.45	49.8425	46.6986	9.0117	8.89078	5.17512	5.0542	75.3071	52701.3	5.61866	3.18721e+06	4.18837e+06	186873	9924.71	3171930	169.892	7.32469	0.0098505	42	20	-4471635144041463776	0.23584	0.99954	0.7637	0.00158489	4	12	562	True	True	True	1590104046657538590	2	50000
563	36.5488	2845.94	2171.2	0.0404183	99.9599	53.3473	149.598	146.39	49.867	46.6585	9.01188	8.88848	5.17606	5.05266	72.8178	51831.6	5.17815	3.1723e+06	4.1654e+06	181922	9991.99	3171930	167.342	6.76368	0.0087224	42	20	-4471635144041463776	0.23318	0.99948	0.7663	0.00158489	4	12	563	True	True	True	1590104055509830270	3	50000
564	35.9418	2834.35	2184.19	0.0405375	99.9985	53.2386	149.553	146.348	49.7766	46.571	9.01014	8.88685	5.17258	5.04929	72.8178	51620.7	6.29912	3.27482e+06	4.27174e+06	182062	9999.71	3171930	162.237	6.57668	0.0086843	42	18	-4471635144041463776	0.2326	0.9997	0.7671	0.00158489	4	12	564	True	True	True	1590104067435218853	4	50000
565	36.7024	3230.36	2507.06	0.0435927	107.935	56.8363	153.126	149.993	50.7701	47.6372	9.14756	9.02706	5.21079	5.0903	72.8178	58829.9	6.00133	4.43597e+06	5.81549e+06	212105	11650	4313080	150.193	6.54732	0.00989147	42	17	2240536382314696107	0.2277	0.9996	0.7719	0.00158489	4	14	565	True	True	True	1590104076097516761	0	50000
566	36.2688	3248.3	2519.8	0.0421345	108.069	56.9939	153.248	150.081	50.7954	47.6286	9.15225	9.03045	5.21177	5.08996	75.3071	61178	6.75472	4.50314e+06	5.87936e+06	219897	11678.8	4313080	158.765	6.68947	0.00970408	42	18	2240536382314696107	0.23396	0.99956	0.7656	0.00158489	4	14	566	True	True	True	1590104141611728317	1	50000
567	35.9078	3201.25	2499.12	0.0421472	107.802	56.5796	153.127	149.961	50.7228	47.5562	9.1476	9.02581	5.20897	5.08718	75.3071	60292.3	7.18577	4.53943e+06	5.926e+06	218815	11621.3	4313080	154.467	6.51035	0.00984264	42	18	2240536382314696107	0.23338	0.99948	0.7661	0.00158489	4	14	567	True	True	True	1590104180257186264	2	50000
568	36.3257	3218.6	2494.99	0.0425513	107.898	56.7327	153.169	150.012	50.784	47.627	9.1492	9.02777	5.21133	5.0899	72.8178	58615.7	7.18577	4.54135e+06	5.92403e+06	211958	11642	4313080	155.957	6.63619	0.00975803	42	18	2240536382314696107	0.23388	0.99948	0.7656	0.00158489	4	14	568	True	True	True	1590104239191053441	3	50000
569	35.2009	3186.27	2514.7	0.0416948	107.767	56.447	153.142	149.965	50.6242	47.4468	9.14818	9.02597	5.20518	5.08298	72.8178	58027.1	5.61866	4.36057e+06	5.75153e+06	211446	11613.8	4313080	152.68	6.36597	0.00991485	42	17	2240536382314696107	0.2347	0.9992	0.7645	0.00158489	4	14	569	True	True	True	1590104255232110225	4	50000
570	36.4444	3545.34	2830.52	0.03862	114.872	59.5428	156.205	152.951	51.5063	48.2523	9.26598	9.14083	5.23911	5.11395	72.8178	64564	6.23781	5.78591e+06	7.6309e+06	240242	13195.6	5629230	142.112	5.48837	0.00796777	42	17	-6482107449623743602	0.22558	0.99968	0.7741	0.00158489	4	16	570	True	True	True	1590104255616666899	0	50000
571	35.7682	3558.93	2809.61	0.0401944	114.899	59.6568	156.171	152.957	51.5307	48.3167	9.26467	9.14105	5.24005	5.11643	77.9263	69356.6	6.05917	5.77461e+06	7.6149e+06	257216	13201.9	5629230	141.584	5.69087	0.00860933	42	17	-6482107449623743602	0.2317	0.9997	0.768	0.00158489	4	16	571	True	True	True	1590104265077626738	1	50000
572	36.2204	3555.81	2807.2	0.042823	114.903	59.6306	156.208	153.058	51.5757	48.425	9.26611	9.14493	5.24178	5.1206	75.3071	66967.4	6.61963	5.84668e+06	7.68828e+06	248588	13202.8	5629230	142.045	6.0828	0.00999463	42	17	-6482107449623743602	0.23242	0.99942	0.767	0.00158489	4	16	572	True	True	True	1590104275238189983	2	50000
573	36.2184	3567.8	2818.74	0.0423655	115.029	59.7311	156.219	153.058	51.5697	48.4083	9.26652	9.14493	5.24155	5.11995	77.9263	69529.3	5.22449	5.64829e+06	7.48829e+06	257796	13231.6	5629230	143.048	6.06029	0.00943261	42	17	-6482107449623743602	0.22868	0.99948	0.7708	0.00158489	4	16	573	True	True	True	1590104285149487598	3	50000
574	36.0899	3593.43	2820.97	0.040015	115.186	59.9452	156.266	153.047	51.5527	48.3342	9.26832	9.14453	5.24089	5.11711	75.3071	67675.6	5.61866	5.70518e+06	7.53895e+06	249813	13267.8	5629230	146.191	5.84983	0.00871904	42	17	-6482107449623743602	0.22812	0.99962	0.7715	0.00158489	4	16	574	True	True	True	1590104293493823468	4	50000
600	40.1413	2179.81	1333.5	0.0433604	80.0133	46.6884	138.594	135.456	47.7599	44.6217	8.58863	8.46793	5.09502	4.97432	62.0459	33835	6.5536	1.46293e+06	1.84253e+06	99329.5	6402.14	1414630	110.971	4.81174	0.00967192	42	24	-5941684846842632260	0.21966	0.99906	0.7794	0.00316228	4	8	600	True	True	True	1590104526962211826	0	50000
601	38.9756	2164.36	1347.04	0.0402808	79.828	46.5226	138.489	135.278	47.5022	44.2904	8.58461	8.46108	5.08511	4.96157	64	34652.6	5.77804	1.42746e+06	1.80793e+06	101983	6372.51	1414630	108.879	4.38575	0.00855892	42	24	-5941684846842632260	0.22206	0.99906	0.777	0.00316228	4	8	601	True	True	True	1590104544678320256	1	50000
602	38.9122	2155.1	1354.63	0.0407181	79.8559	46.4231	138.535	135.334	47.4561	44.255	8.58639	8.46327	5.08333	4.96021	60.18	32446.4	8.5598	1.52511e+06	1.90733e+06	95964.2	6376.96	1414630	110.807	4.51183	0.00942708	42	24	-5941684846842632260	0.22124	0.99904	0.7778	0.00316228	4	8	602	True	True	True	1590104552189836735	2	50000
603	38.7042	2149.11	1360.96	0.0419487	79.9478	46.3585	138.59	135.418	47.4709	44.2996	8.58847	8.4665	5.0839	4.96193	64	34408.7	7.18577	1.47609e+06	1.8601e+06	102289	6391.66	1414630	109.644	4.59944	0.00936922	42	23	-5941684846842632260	0.21906	0.99906	0.78	0.00316228	4	8	603	True	True	True	1590104575581135031	3	50000
604	38.8743	2151.23	1352.21	0.0417617	79.8038	46.3814	138.51	135.334	47.4732	44.2974	8.58541	8.46327	5.08399	4.96184	60.18	32388.2	6.75472	1.46285e+06	1.84525e+06	95839.1	6368.65	1414630	108.406	4.52723	0.00955578	42	24	-5941684846842632260	0.22426	0.99886	0.7746	0.00316228	4	8	604	True	True	True	1590104593342074246	4	50000
605	38.4726	2357.51	1572.25	0.0422408	87.6699	48.5542	143.172	140.007	48.9004	45.736	8.7647	8.64299	5.13888	5.01717	64	37743	6.00133	2.22934e+06	2.87895e+06	122999	7686.01	2205780	79.8233	3.3718	0.00987716	42	21	-3621607834473200000	0.2229	0.9991	0.7762	0.00316228	4	10	605	True	True	True	1590104593397181637	0	50000
606	38.7637	2378.41	1586.72	0.0394394	87.791	48.7689	143.336	140.103	48.8672	45.6342	8.77102	8.64667	5.13761	5.01326	64	38077.4	5.56699	2.2031e+06	2.84938e+06	123339	7707.26	2205780	85.5535	3.37418	0.00850339	42	21	-3621607834473200000	0.21918	0.99918	0.78	0.00316228	4	10	606	True	True	True	1590104615974779184	1	50000
607	38.0832	2284.8	1577.54	0.040201	87.3086	47.7996	143.04	139.826	48.788	45.5741	8.75963	8.63602	5.13456	5.01095	64	36579.8	6.00133	2.21637e+06	2.87865e+06	121988	7622.79	2205780	75.0613	3.01754	0.00861915	42	20	-3621607834473200000	0.21942	0.99932	0.7799	0.00316228	4	10	607	True	True	True	1590104633963423363	2	50000
608	38.3423	2388.3	1602.25	0.0407715	88.0199	48.8703	143.303	140.103	48.7677	45.568	8.76975	8.64668	5.13378	5.01071	68.1956	40740.9	6.89399	2.28428e+06	2.93113e+06	132109	7747.5	2205780	83.3479	3.39822	0.00956561	42	21	-3621607834473200000	0.2235	0.9989	0.7754	0.00316228	4	10	608	True	True	True	1590104682768059175	3	50000
609	37.5221	2304.29	1580.26	0.0429434	87.5744	48.003	143.024	139.876	48.7213	45.5735	8.759	8.63793	5.13199	5.01092	68.1956	39308.5	5.56699	2.19611e+06	2.85707e+06	130776	7669.28	2205780	73.8617	3.17187	0.0098522	42	18	-3621607834473200000	0.22364	0.99894	0.7753	0.00316228	4	10	609	True	True	True	1590104699588652347	4	50000
610	39.1438	2644.74	1794.1	0.0421347	95.4197	51.427	147.161	143.994	50.1257	46.9588	8.91814	8.79634	5.18601	5.06421	64	42338.7	6.11786	3.2163e+06	4.19381e+06	145702	9104.92	3171930	66.7201	2.81123	0.00987564	42	20	-3637219633511126375	0.21198	0.99888	0.7869	0.00316228	4	12	610	True	True	True	1590104709108505053	0	50000
611	38.8468	2628.61	1813.88	0.0388556	95.2963	51.27	147.169	143.921	50.0162	46.7683	8.91845	8.79353	5.1818	5.05688	70.4499	46319.3	5.04278	3.10885e+06	4.08916e+06	159969	9081.39	3171930	66.6569	2.59	0.00822747	42	20	-3637219633511126375	0.21974	0.99924	0.7795	0.00316228	4	12	611	True	True	True	1590104718617621252	1	50000
612	38.7862	2576.25	1784.75	0.0417965	94.8794	50.7568	147.004	143.829	50.0868	46.9119	8.91208	8.78997	5.18451	5.0624	64	41243	5.67104	3.16309e+06	4.15236e+06	144057	9002.11	3171930	64.7832	2.70771	0.00991648	42	20	-3637219633511126375	0.2154	0.999	0.7836	0.00316228	4	12	612	True	True	True	1590104725526211034	2	50000
613	39.2886	2877.2	2036.02	0.0389995	102.208	53.6396	150.479	147.234	50.945	47.7008	9.04573	8.92096	5.21752	5.09274	66.0479	47531.2	5.13243	4.24465e+06	5.63133e+06	172516	10446.5	4313080	56.412	2.20004	0.00864366	42	18	-5754204227370120880	0.21536	0.99906	0.7837	0.00316228	4	14	613	True	True	True	1590104765263452969	0	50000
614	38.0933	2593.56	1814.95	0.0411373	95.1344	50.927	147.122	143.932	49.908	46.7172	8.91665	8.79392	5.17764	5.05491	68.1956	44240.3	5.56699	3.15393e+06	4.14215e+06	154325	9050.55	3171930	64.862	2.66825	0.00968713	42	19	-3637219633511126375	0.21712	0.99872	0.7816	0.00316228	4	12	614	True	True	True	1590104765369882674	4	50000
615	37.9206	2568.81	1814.24	0.0412836	94.9712	50.6834	147.029	143.842	49.8475	46.6602	8.91308	8.79049	5.17531	5.05272	68.1956	43818.3	6.82382	3.26202e+06	4.25509e+06	153796	9019.53	3171930	64.2702	2.6533	0.00923766	42	19	-3637219633511126375	0.21734	0.99904	0.7817	0.00316228	4	12	615	True	True	True	1590104765675996158	3	50000
616	37.5737	2868.42	2059.14	0.040523	102.348	53.5576	150.378	147.172	50.732	47.5261	9.04187	8.91857	5.20933	5.08602	70.4499	50542.9	5.4162	4.27725e+06	5.67015e+06	184515	10475.1	4313080	53.6724	2.17497	0.00933671	42	18	-5754204227370120880	0.21554	0.99914	0.7836	0.00316228	4	14	616	True	True	True	1590104789976417716	1	50000
617	37.7934	2816.46	2040.03	0.0392503	102.027	53.0704	150.388	147.15	50.8535	47.6157	9.04225	8.91772	5.214	5.08947	68.1956	48040.5	5.46577	4.26298e+06	5.66876e+06	177493	10409.5	4313080	54.7673	2.14963	0.00902294	42	18	-5754204227370120880	0.21474	0.99894	0.7842	0.00316228	4	14	617	True	True	True	1590104798982008843	2	50000
618	38.096	2891.22	2060.41	0.0417962	102.66	53.7701	150.437	147.263	50.8195	47.6445	9.04415	8.92204	5.21269	5.09058	72.8178	52656.1	6.05917	4.3756e+06	5.76653e+06	191882	10539.1	4313080	54.9991	2.29875	0.00972867	42	17	-5754204227370120880	0.21396	0.99886	0.7849	0.00316228	4	14	618	True	True	True	1590104807714520509	3	50000
619	38.1571	2913.67	2067.56	0.0410306	102.601	53.9784	150.514	147.321	50.7931	47.5997	9.04709	8.92427	5.21168	5.08885	70.4499	51339.8	5.61866	4.31599e+06	5.69738e+06	185430	10527	4313080	56.9332	2.33601	0.00930407	42	18	-5754204227370120880	0.20864	0.99904	0.7904	0.00316228	4	14	619	True	True	True	1590104816123593475	4	50000
620	37.4108	3074.69	2287.12	0.0419049	108.702	55.4499	153.214	150.041	51.4684	48.296	9.15093	9.02891	5.23765	5.11564	72.8178	55996.1	4.95546	5.49794e+06	7.38772e+06	215129	11816.1	5629230	45.3129	1.89883	0.00978423	42	16	3242126022960166680	0.2068	0.9991	0.7923	0.00316228	4	16	620	True	True	True	1590104837371733369	0	50000
621	38.1512	3180.91	2297.01	0.040486	109.224	56.3996	153.328	150.121	51.6182	48.4114	9.15533	9.032	5.24341	5.12007	72.8178	57929.7	5.67104	5.64651e+06	7.50208e+06	217200	11929.9	5629230	48.7641	1.97426	0.00909072	42	17	3242126022960166680	0.21888	0.99918	0.7803	0.00316228	4	16	621	True	True	True	1590104837587726351	1	50000
622	38.4927	3141.82	2271.86	0.0390552	108.756	56.0519	153.34	150.097	51.7237	48.4809	9.15579	9.03107	5.24747	5.12275	70.4499	55358.1	4.51342	5.4064e+06	7.2673e+06	208341	11827.9	5629230	49.2359	1.92291	0.00962832	42	18	3242126022960166680	0.21306	0.99856	0.7855	0.00316228	4	16	622	True	True	True	1590104837704551346	2	50000
623	38.7205	3213.34	2293.15	0.0351735	109.474	56.6863	153.484	150.136	51.6834	48.3359	9.16132	9.03258	5.24592	5.11717	70.4499	56617.8	5.22449	5.58615e+06	7.43392e+06	211100	11984.5	5629230	51.4894	1.81106	0.00634292	42	17	3242126022960166680	0.20958	0.99958	0.79	0.00316228	4	16	623	True	True	True	1590104847708167948	3	50000
624	37.9685	3133.75	2288.79	0.0395424	108.835	55.9799	153.382	150.151	51.5814	48.351	9.15738	9.03314	5.242	5.11775	70.4499	55216	5.4162	5.57733e+06	7.44384e+06	208644	11845.1	5629230	49.0427	1.93926	0.00867758	42	17	3242126022960166680	0.215	0.9992	0.7842	0.00316228	4	16	624	True	True	True	1590104847901395305	4	50000
649	41.7681	2169.65	1178.99	0.0405477	77.1265	46.5795	136.817	133.612	47.9095	44.7042	8.52028	8.397	5.10077	4.97749	64	34737.3	5.22449	1.37411e+06	1.72946e+06	95198.9	5948.5	1414630	66.6353	2.70191	0.0090124	42	24	3250946282674771749	0.21232	0.99892	0.7866	0.00630957	4	8	649	True	True	True	1590105032046586895	0	50000
650	39.45	2097.84	1181.3	0.0408044	76.5521	45.8022	136.614	133.415	47.6167	44.4177	8.51248	8.38944	5.08951	4.96647	60.18	31584.8	5.72417	1.38704e+06	1.74898e+06	88189.9	5860.22	1414630	63.3205	2.58375	0.00891023	42	23	3250946282674771749	0.22192	0.99912	0.7772	0.00630957	4	8	650	True	True	True	1590105032233082322	1	50000
652	40.5817	2082.47	1166.48	0.039256	76.4962	45.6341	136.526	133.289	47.7937	44.556	8.50911	8.38458	5.09632	4.97179	58.397	30425.3	5.04278	1.35548e+06	1.71949e+06	85452.8	5851.67	1414630	60.4264	2.3721	0.00818741	42	23	3250946282674771749	0.22004	0.99904	0.779	0.00630957	4	8	652	True	True	True	1590105061679293493	2	50000
653	41.0095	2108.51	1175.65	0.0411821	76.6973	45.9185	136.717	133.527	47.8087	44.619	8.51645	8.39377	5.09689	4.97421	60.18	31745.4	6.1774	1.40627e+06	1.76776e+06	88524.7	5882.48	1414630	63.6145	2.61978	0.00919807	42	23	3250946282674771749	0.21394	0.99894	0.785	0.00630957	4	8	653	True	True	True	1590105062156631932	4	50000
